manufact	model	sales	resale	type	price	engine_s	horsepow	wheelbas	width	length	curb_wgt	fuel_cap	mpg	lnsales	zresale	ztype	zprice	zengine_	zhorsepo	zwheelba	zwidth	zlength	zcurb_wg	zfuel_ca	zmpg
"Mitsubishi"	"Montero Sport"	39.348	13.88	1	22.527	3	173	107.3	66.7	178.3	3.51	19.5	20	3.6724451476505116	-0.36609050829748135	1.6766775108923242	-0.33889857667106416	-0.05829441685928703	-0.22837115827018492	-0.024495755036713324	-1.289155616810604	-0.6732992245111662	0.20931617991418064	0.39817599627517863	-0.8974452216566773
"Mercury"	"Mystique"	14.351	8.8	0	16.24	2	125	106.5	69.1	184.8	2.769	15	28	2.6638196261887948	-0.8096275411944868	-0.5926187754015971	-0.7769665760228219	-1.0155501042328599	-1.0749272142737252	-0.12918994094703085	-0.5938806774071307	-0.18937137247379354	-0.9659385054614118	-0.7592548500402445	0.9705265862180141
"Mercury"	"Cougar"	26.529	13.89	0	16.54	2	125	106.4	69.6	185	2.892	16	30	3.2782384742617077	-0.36521740390201485	-0.5926187754015971	-0.7560630608636797	-1.0155501042328599	-1.0749272142737252	-0.14227671418581983	-0.4490317316980732	-0.1744812847187983	-0.7708557439213339	-0.5020479953034839	1.437519538186687
"Mercury"	"Sable"	67.956	11.03	0	19.035	3	153	108.5	73	199.7	3.379	16	24	4.218860436919669	-0.6149252610054472	-0.5926187754015971	-0.58221549312348	-0.05829441685928703	-0.58110284827166	0.1325455238287639	0.5359410991235192	0.9199401652734129	0.0015451086804391721	-0.5020479953034839	0.036540682280668424
"Mercury"	"Grand Marquis"	81.174	14.875	0	22.605	4.6	200	114.7	78.2	212	3.958	19	21	4.396594998849278	-0.2792166209485601	-0.5926187754015971	-0.33346366272968725	1.4733146829384292	0.24781662323180645	0.9439254646337278	2.0423701344977174	1.8356805622056729	0.9198615227593441	0.26957256890679826	-0.6639487456723409
"Mercury"	"Mountaineer"	27.609	20.43	1	27.56	4	210	111.6	70.2	190.1	3.876	21	18	3.3181418065248294	0.20579287073310626	1.6766775108923242	0.01179272931547867	0.8989612705142858	0.424182468232544	0.538235494231245	-0.27521299684720174	0.20521595303360138	0.7898063483992914	0.7839862783803196	-1.3644381736253501
"Mercury"	"Villager"	20.38	14.795	1	22.51	3.3	170	112.2	74.9	194.7	3.944	20	21	3.0145540277945786	-0.2862014561122925	1.6766775108923242	-0.3400831091967489	0.22888228935278465	-0.2812809117704062	0.6167561336639845	1.0863670928179392	0.5476879713985109	0.8976569807954323	0.526779423643559	-0.6639487456723409
"Mercedes-Benz"	"C-Class"	18.392	26.05	0	31.75	2.3	185	105.9	67.7	177.4	3.25	16.4	26	2.9119157874608805	0.6964775409853052	-0.5926187754015971	0.30374515770483207	-0.7283733980207882	-0.016732144269299868	-0.2077105803797685	-0.9994577253924891	-0.740304619408649	-0.20305388512988673	-0.39916525340877995	0.5035336342493413
"Mercedes-Benz"	"E-Class"	27.602	41.45	0	49.9	3.2	221	111.5	70.8	189.4	3.823	21.1	25	3.3178882338658484	2.0410583100037867	-0.5926187754015971	1.5684078248329376	0.1331567206154277	0.6181848977333553	0.5251487209924559	-0.10139426199633446	0.15310064589111594	0.7057462966787701	0.8097069638539961	0.27003715826500485
"Mercedes-Benz"	"S-Class"	16.774	50.375	0	69.7	4.3	275	121.5	73.1	203.1	4.133	23.2	21	2.81983006856222	2.820303982957679	-0.5926187754015971	2.948039825336326	1.1861379767263573	1.570560460737338	1.8338260448714296	0.564910888265329	1.1730716571083468	1.1974182973082355	1.349841358801193	-0.6639487456723409
"Mercedes-Benz"	"SL-Class"	3.311	58.6	0	82.6	5	302	99	71.3	177.1	4.125	21.1	20	1.1972502585651092	3.538432348228913	-0.5926187754015971	3.8468909771794415	1.8562169578878585	2.0467482422393295	-1.110697933856261	0.043454683712723	-0.762639751041144	1.1847299876145718	0.8097069638539961	-0.8974452216566773
"Mercedes-Benz"	"SLK"	7.998		0	38.9	2.3	190	94.5	67.5	157.9	3.055	15.9	26	2.079191510424627		-0.5926187754015971	0.8019456023310554	-0.7283733980207882	0.0714507782310689	-1.6996027296017993	-1.0573973036761128	-2.1920881755207673	-0.5123314339129372	-0.5277686807771599	0.5035336342493413
"Mercedes-Benz"	"SLK230"	1.526		0	41	2.3	185	94.5	67.5	157.3	2.975	14	27	0.42264993286226527		-0.5926187754015971	0.9482702084450512	-0.7283733980207882	-0.016732144269299868	-1.6996027296017993	-1.0573973036761128	-2.236758438785755	-0.6392145308495736	-1.0164617047770053	0.7370301102336777
"Mercedes-Benz"	"CLK Coupe"	11.592		0	41.6	3.2	215	105.9	67.8	180.3	3.213	16.4	26	2.450315205018381		-0.5926187754015971	0.9900772387633358	0.1331567206154277	0.5123653907329128	-0.2077105803797685	-0.9704879362506792	-0.5243983469612054	-0.2617373174630809	-0.39916525340877995	0.5035336342493413
"Mercedes-Benz"	"CL500"	0.954		0	85.5	5	302	113.6	73.1	196.6	4.115	23.2	20	-0.04709160753385057		-0.5926187754015971	4.048958290384483	1.8562169578878585	2.0467482422393295	0.7999709590070396	0.564910888265329	0.6891438050709741	1.1688696004974928	1.349841358801193	-0.8974452216566773
"Mercedes-Benz"	"M-Class"	28.976		1	35.3	3.2	215	111	72.2	180.6	4.387	19	20	3.3664679011410574		1.6766775108923242	0.5511034204213484	0.1331567206154277	0.5123653907329128	0.45971485479850727	0.3041827859890281	-0.5020632153287126	1.6002721300820548	0.26957256890679826	-0.8974452216566773
"Nissan"	"Sentra"	42.643	8.45	0	13.499	1.8	126	99.8	67.3	177.5	2.593	13.2	30	3.752863133855484	-0.840186195035816	-0.5926187754015971	-0.967955026193518	-1.2070012417075744	-1.0572906297736515	-1.0060037479459436	-1.1153368819597367	-0.7328595755311514	-1.2450813187220118	-1.222227188566414	1.437519538186687
"Nissan"	"Altima"	88.094	11.295	0	20.39	2.4	155	103.1	69.1	183.5	3.012	15.9	25	4.478404426196135	-0.5917879945255836	-0.5926187754015971	-0.4878012829880208	-0.6326478292834308	-0.5458296792715125	-0.5741402310658826	-0.5938806774071307	-0.2861569428812689	-0.5805310985163794	-0.5277686807771599	0.27003715826500485
"Nissan"	"Maxima"	79.853	15.125	0	26.249	3	222	108.3	70.3	190.5	3.294	18.5	25	4.380187444399853	-0.25738901106189643	-0.5926187754015971	-0.07955563192997292	-0.05829441685928703	0.635821482233429	0.10637197735118403	-0.24624320770539193	0.23499612854359397	-0.13326818181473676	0.1409691415384179	0.27003715826500485
"Nissan"	"Quest"	27.308	15.38	1	26.399	3.3	170	112.2	74.9	194.8	3.991	20	21	3.307179699556034	-0.23512484897749944	1.6766775108923242	-0.06910387435040166	0.22888228935278465	-0.2812809117704062	0.6167561336639845	1.0863670928179392	0.5551330152760106	0.9722008002457063	0.526779423643559	-0.6639487456723409
"Nissan"	"Pathfinder"	42.574	17.81	1	29.299	3.3	170	106.3	71.7	182.6	3.947	21	19	3.751243738310486	-0.022960480879128917	1.6766775108923242	0.1329634388546399	0.22888228935278465	-0.2812809117704062	-0.15536348742461067	0.1593338402799706	-0.3531623377787517	0.9024150969305564	0.7839862783803196	-1.1309416976410136
"Nissan"	"Xterra"	54.158		1	22.799	3.3	170	104.3	70.4	178	3.821	19.4	18	3.991905700300317		1.6766775108923242	-0.31994605626010864	0.22888228935278465	-0.2812809117704062	-0.4170989522004054	-0.21727341856357796	-0.6956343561436612	0.7025742192553546	0.3724553108015022	-1.3644381736253501
"Nissan"	"Frontier"	65.005		1	17.89	3.3	170	116.1	66.5	196.1	3.217	19.4	18	4.174464190014132		1.6766775108923242	-0.6619972426475395	0.22888228935278465	-0.2812809117704062	1.127140289976783	-1.3470951950942278	0.6519185856834838	-0.25539316261624906	0.3724553108015022	-1.3644381736253501
"Oldsmobile"	"Cutlass"	1.112	11.24	0	18.145	3.1	150	107	69.4	192	3.102	15.2	25	0.10616019582839072	-0.5965900687006496	-0.5926187754015971	-0.6442292547622687	0.037431151878070335	-0.6340126017718813	-0.06375607475308216	-0.5069713099816929	0.3466717867060646	-0.43778761446266395	-0.7078134790928926	0.27003715826500485
"Oldsmobile"	"Intrigue"	38.554		0	24.15	3.5	215	109	73.6	195.9	3.455	18		3.6520598559754		-0.5926187754015971	-0.22581055966010483	0.42033342682749936	0.5123653907329128	0.19797939002271256	0.7097598339743865	0.6370284979284886	0.12208405077024369	0.012365714170037557	
"Oldsmobile"	"Alero"	80.255		0	18.27	2.4	150	107	70.1	186.7	2.958	15	27	4.385209065365181		-0.5926187754015971	-0.6355194567792927	-0.6326478292834308	-0.6340126017718813	-0.06375607475308216	-0.3041827859890157	-0.04791553880133245	-0.6661771889486087	-0.7592548500402445	0.7370301102336777
"Oldsmobile"	"Aurora"	14.69	19.89	0	36.229	4	250	113.8	74.4	205.4	3.967	18.5	22	2.6871669901857858	0.15864523337791284	-0.5926187754015971	0.6158346390308257	0.8989612705142858	1.1296458482354943	0.8261445054846195	0.9415181471088817	1.3443076662908024	0.9341358711647155	0.1409691415384179	-0.43045226968800443
"Oldsmobile"	"Bravada"	20.017	19.925	1	31.598	4.3	190	107	67.8	181.2	4.068	17.5	19	2.996581912508569	0.16170109876204578	1.6766775108923242	0.29315404335753326	1.1861379767263573	0.0714507782310689	-0.06375607475308216	-0.9704879362506792	-0.4573929520637247	1.094325781047218	-0.11623771319834279	-1.1309416976410136
"Oldsmobile"	"Silhouette"	24.361	15.24	1	25.345	3.4	185	120	72.2	201.4	3.948	25	22	3.192983492902251	-0.24734831051403114	1.6766775108923242	-0.14254489094285488	0.324607858090142	-0.016732144269299868	1.6375244462895835	0.3041827859890281	1.046505911190881	0.9040011356422641	1.8128136973273625	-0.43045226968800443
"Plymouth"	"Neon"	32.734	7.75	0	12.64	2	132	105	74.4	174.4	2.559	12.5	29	3.488414293083692	-0.9013035027184743	-0.5926187754015971	-1.0278087579325288	-1.0155501042328599	-0.9514711227732089	-0.3254915395288769	0.9415181471088817	-0.9636559357335903	-1.2990066349200817	-1.4022719868821463	1.2040230622023504
"Plymouth"	"Breeze"	5.24	9.8	0	16.08	2	132	108	71	186.3	2.942	16	27	1.6563214983329508	-0.7223171016478322	-0.5926187754015971	-0.7881151174410311	-1.0155501042328599	-0.9514711227732089	0.0671116576348152	-0.04345468371271065	-0.07769571431132292	-0.6915538083359359	-0.5020479953034839	0.7370301102336777
"Plymouth"	"Voyager"	24.155	12.025	1	18.85	2.4	150	113.3	76.8	186.3	3.528	20	24	3.18449139800637	-0.5280513736565258	1.6766775108923242	-0.5951059941382842	-0.6326478292834308	-0.6340126017718813	0.7607106392906708	1.636793086512355	-0.07769571431132292	0.23786487672492415	0.526779423643559	0.036540682280668424
"Plymouth"	"Prowler"	1.872		0	43	3.5	253	113.3	76.3	165.4	2.85	12	21	0.6270073780554004		-0.5926187754015971	1.0876269761726662	0.42033342682749936	1.1825556017357155	0.7607106392906708	1.4919441408032976	-1.633709884708414	-0.8374693698130676	-1.5308754142505268	-0.6639487456723409
"Pontiac"	"Sunfire"	51.645	13.79	0	21.61	2.4	150	104.1	68.4	181.9	2.906	15	27	3.944393385458597	-0.3739484478566804	-0.5926187754015971	-0.40279365467417577	-0.6326478292834308	-0.6340126017718813	-0.44327249867798524	-0.7966692013998078	-0.4052776449212372	-0.7486512019574222	-0.7592548500402445	0.7370301102336777
"Pontiac"	"Grand Am"	131.097	10.29	0	19.72	3.4	175	107	70.4	186.3	3.091	15.2	25	4.875937507212633	-0.6795349862699716	-0.5926187754015971	-0.5344858001767719	0.324607858090142	-0.19309798927003743	-0.06375607475308216	-0.21727341856357796	-0.07769571431132292	-0.4552340402914509	-0.7078134790928926	0.27003715826500485
"Pontiac"	"Firebird"	19.911	17.805	0	25.31	3.8	200	101.1	74.5	193.4	3.492	16.8	25	2.9912723428318975	-0.023397033076862105	-0.5926187754015971	-0.14498363437808814	0.707510133039571	0.24781662323180645	-0.8358756958416773	0.9704879362506915	0.45090240099103757	0.18076748310343782	-0.2962825115140751	0.27003715826500485
"Pontiac"	"Grand Prix"	92.364	14.01	0	21.665	3.8	195	110.5	72.7	196.5	3.396	18	25	4.525737292340181	-0.3547401511564164	-0.5926187754015971	-0.39896134356166635	0.707510133039571	0.15963370073143768	0.3942809886045586	0.4490317316980855	0.6816987611934765	0.028507766779474215	0.012365714170037557	0.27003715826500485
"Pontiac"	"Bonneville"	35.945	13.225	0	23.755	3.8	205	112.2	72.6	202.5	3.59	17.5	24	3.581989992435835	-0.42327884620054024	-0.5926187754015971	-0.25333352128630876	0.707510133039571	0.3359995457321752	0.6167561336639845	0.42006194255627155	1.128401393843359	0.33619927685081696	-0.11623771319834279	0.036540682280668424
"Pontiac"	"Montana"	39.572		1	25.635	3.4	185	120	72.7	201.3	3.942	25	23	3.6781217974609763		1.6766775108923242	-0.12233815962235052	0.324607858090142	-0.016732144269299868	1.6375244462895835	0.4490317316980855	1.0390608673133832	0.8944849033720168	1.8128136973273625	-0.196955793703668
"Porsche"	"Boxter"	8.982	41.25	0	41.43	2.7	217	95.2	70.1	171	2.778	17	22	2.195222574665546	2.023596222094455	-0.5926187754015971	0.9782319135064884	-0.3454711230713587	0.5476385597330603	-1.6079953169302705	-0.3041827859890157	-1.2167874275685242	-0.9516641570560403	-0.24484114056672315	-0.43045226968800443
"Porsche"	"Carrera Coupe"	1.28	60.625	0	71.02	3.4	300	92.6	69.5	174.5	3.032	17	21	0.2468600779315258	3.7152359883108885	-0.5926187754015971	3.0400152920365513	0.324607858090142	2.011475073239182	-1.948251421138805	-0.478001520839883	-0.9562108918560926	-0.5488103242822203	-0.24484114056672315	-0.6639487456723409
"Porsche"	"Carrera Cabriolet"	1.866	67.55	0	74.97	3.4	300	92.6	69.5	174.5	3.075	17	23	0.6237971024251522	4.319860782171472	-0.5926187754015971	3.315244908298591	0.324607858090142	2.011475073239182	-1.948251421138805	-0.478001520839883	-0.9562108918560926	-0.4806106596787782	-0.24484114056672315	-0.196955793703668
"Saab"	"9-5"	9.191		0	33.12	2.3	170	106.4	70.6	189.2	3.28	18.5	23	2.2182247443759726		-0.5926187754015971	0.39920454359824814	-0.7283733980207882	-0.2812809117704062	-0.14227671418581983	-0.15933384027995826	0.13821055813611857	-0.15547272377864846	0.1409691415384179	-0.196955793703668
"Saab"	"9-3"	12.115		0	26.1	2	185	102.6	67.4	182.2	2.99	16.9	23	2.494444354268489		-0.5926187754015971	-0.08993771112568005	-1.0155501042328599	-0.016732144269299868	-0.6395740972598313	-1.0863670928179228	-0.3829425132887443	-0.6154239501739541	-0.2705618260403996	-0.196955793703668
"Saturn"	"SL"	80.62	9.2	0	10.685	1.9	100	102.4	66.4	176.9	2.332	12.1	33	4.38974675768902	-0.7747033653758251	-0.5926187754015971	-1.1640299983862723	-1.1112756729702171	-1.5158418267755691	-0.6657476437374092	-1.3760649842360377	-0.7775298387961392	-1.6590374224777875	-1.5051547287768507	2.1380089661396964
"Saturn"	"SC"	24.546	10.59	0	12.535	1.9	100	102.4	66.4	180	2.367	12.1	33	3.2005489081753167	-0.6533418544059751	-0.5926187754015971	-1.0351249882382285	-1.1112756729702171	-1.5158418267755691	-0.6657476437374092	-1.3760649842360377	-0.5467334785937004	-1.603526067568009	-1.5051547287768507	2.1380089661396964
"Saturn"	"SW"	5.223	10.79	0	14.29	1.9	124	102.4	66.4	176.9	2.452	12.1	31	1.6530719494541617	-0.6358797664966442	-0.5926187754015971	-0.9128394245572464	-1.1112756729702171	-1.092563798773799	-0.6657476437374092	-1.3760649842360377	-0.7775298387961392	-1.468712777072833	-1.5051547287768507	1.6710160141710233
"Saturn"	"LW"	8.472		0	18.835	2.2	137	106.5	69	190.4	3.075	13.1	27	2.1367666082991055		-0.5926187754015971	-0.5961511698962414	-0.8240989667581451	-0.8632882002728401	-0.12918994094703085	-0.6228504665489405	0.22755108466609636	-0.4806106596787782	-1.24794787404009	0.7370301102336777
"Saturn"	"LS"	49.989		0	15.01	2.2	137	106.5	69	190.4	2.91	13.1	28	3.911802981224596		-0.5926187754015971	-0.8626709881753051	-0.8240989667581451	-0.8632882002728401	-0.12918994094703085	-0.6228504665489405	0.22755108466609636	-0.7423070471105904	-1.24794787404009	0.9705265862180141
"Subaru"	"Outback"	47.107		0	22.695	2.5	165	103.5	67.5	185.8	3.415	16.9	25	3.8524216099370574		-0.5926187754015971	-0.32719260818194457	-0.5369222605460734	-0.36946383427077495	-0.5217931381107229	-1.0573973036761128	-0.11492093369881314	0.05864250230192552	-0.2705618260403996	0.27003715826500485
"Subaru"	"Forester"	33.028		1	20.095	2.5	165	99.4	68.3	175.2	3.125	15.9	24	3.4973556865551823		1.6766775108923242	-0.5083564062278441	-0.5369222605460734	-0.36946383427077495	-1.0583508409011013	-0.8256389905416217	-0.9040955847136072	-0.4013087240933808	-0.5277686807771599	0.036540682280668424
"Toyota"	"Corolla"	142.535	10.025	0	13.108	1.8	120	97	66.7	174	2.42	13.2	33	4.959587583585604	-0.7026722527498349	-0.5926187754015971	-0.9951992742842668	-1.2070012417075744	-1.163110136774094	-1.3724333986320558	-1.289155616810604	-0.9934361112435829	-1.5194660158474875	-1.222227188566414	2.1380089661396964
"Toyota"	"Camry"	247.994	13.245	0	17.518	2.2	133	105.2	70.1	188.5	2.998	18.5	27	5.513404552323927	-0.42153263740960717	-0.5926187754015971	-0.6879176014448758	-0.8240989667581451	-0.9338345382731351	-0.299317993051297	-0.3041827859890157	0.08609525099363313	-0.6027356404802905	0.1409691415384179	0.7370301102336777
"Toyota"	"Avalon"	63.849	18.14	0	25.545	3	210	107.1	71.7	191.9	3.417	18.5	26	4.156520920648776	0.005851964171267265	-0.5926187754015971	-0.1286092141700932	-0.05829441685928703	0.424182468232544	-0.050669301514293164	0.1593338402799706	0.33922674282856696	0.06181457972534107	0.1409691415384179	0.5035336342493413
"Toyota"	"Celica"	33.269	15.445	0	16.875	1.8	140	102.4	68.3	170.5	2.425	14.5	31	3.504626032470155	-0.22944967040696695	-0.5926187754015971	-0.7327208022693041	-1.2070012417075744	-0.8103784467726188	-0.6657476437374092	-0.8256389905416217	-1.2540126469560142	-1.511535822288948	-0.8878582774086249	1.6710160141710233
"Toyota"	"Tacoma"	84.087	9.575	1	11.528	2.4	142	103.3	66.5	178.7	2.58	15.1	23	4.431851977147038	-0.7419619505458296	1.6766775108923242	-1.1052911207890825	-0.6326478292834308	-0.7751052777724714	-0.5479666845883028	-1.3470951950942278	-0.6435190490011757	-1.2656998219742148	-0.7335341645665686	-0.196955793703668
"Toyota"	"Sienna"	65.119		1	22.368	3	194	114.2	73.4	193.5	3.759	20.9	22	4.17621636531102		1.6766775108923242	-0.34997743970540973	-0.05829441685928703	0.14199711623136393	0.8784915984397792	0.6518202556907668	0.4583474448685352	0.604239819129461	0.7582655929066432	-0.43045226968800443
"Toyota"	"RAV4"	25.106	13.325	1	16.888	2	127	94.9	66.7	163.8	2.668	15.3	27	3.2231068613960168	-0.4145478022458748	1.6766775108923242	-0.7318149832790745	-1.0155501042328599	-1.0396540452735776	-1.6472556366466395	-1.289155616810604	-1.7528305867483822	-1.126128415343915	-0.6820927936192162	0.7370301102336777
"Toyota"	"4Runner"	68.411	19.425	1	22.288	2.7	150	105.3	66.5	183.3	3.44	18.5	23	4.225533630412012	0.11804587898871846	1.6766775108923242	-0.3555517104145142	-0.3454711230713587	-0.6340126017718813	-0.28623121981250804	-1.3470951950942278	-0.30104703063626415	0.09829347009462419	0.1409691415384179	-0.196955793703668
"Toyota"	"Land Cruiser"	9.835	34.08	1	51.728	4.7	230	112.2	76.4	192.5	5.115	25.4	15	2.2859474518410225	1.3975803705449417	1.6766775108923242	1.6957799105359779	1.5690402516757869	0.7769141582340191	0.6167561336639845	1.5209139299451115	0.3838970060935548	2.7549083122054454	1.9156964392220663	-2.0649276015783595
"Volkswagen"	"Golf"	9.761	11.425	0	14.9	2	115	98.9	68.3	163.3	2.767	14.5	26	2.278394854192828	-0.5804376373845185	-0.5926187754015971	-0.8703356104003238	-1.0155501042328599	-1.2512930592744627	-1.12378470709505	-0.8256389905416217	-1.7900558061358725	-0.969110582884828	-0.8878582774086249	0.5035336342493413
"Volkswagen"	"Jetta"	83.721	13.24	0	16.7	2	115	98.9	68.3	172.3	2.853	14.5	26	4.4274898420836255	-0.42196918960734037	-0.5926187754015971	-0.7449145194454705	-1.0155501042328599	-1.2512930592744627	-1.12378470709505	-0.8256389905416217	-1.1200018571610486	-0.8327112536779436	-0.8878582774086249	0.5035336342493413
"Volkswagen"	"Passat"	51.102	16.725	0	21.2	1.8	150	106.4	68.5	184.1	3.043	16.4	27	3.933823635386999	-0.11769230778724894	-0.5926187754015971	-0.4313617920583368	-1.2070012417075744	-0.6340126017718813	-0.14227671418581983	-0.767699412257998	-0.2414866796162811	-0.5313638984534327	-0.39916525340877995	0.7370301102336777
"Volkswagen"	"Cabrio"	9.569	16.575	0	19.99	2	115	97.4	66.7	160.4	3.079	13.7	26	2.258528706797126	-0.13078887371924733	-0.5926187754015971	-0.5156726365335439	-1.0155501042328599	-1.2512930592744627	-1.320086305676896	-1.289155616810604	-2.005962078583316	-0.4742665048319464	-1.0936237611980337	0.5035336342493413
"Volkswagen"	"GTI"	5.596	13.76	0	17.5	2	115	98.9	68.3	163.3	2.762	14.6	26	1.7220520568032347	-0.37656776104308	-0.5926187754015971	-0.6891718123544244	-1.0155501042328599	-1.2512930592744627	-1.12378470709505	-0.8256389905416217	-1.7900558061358725	-0.9770407764433676	-0.862137591934949	0.5035336342493413
"Volkswagen"	"Beetle"	49.463		0	15.9	2	115	98.9	67.9	161.1	2.769	14.5	26	3.9012249153286334		-0.5926187754015971	-0.8006572265365164	-1.0155501042328599	-1.2512930592744627	-1.12378470709505	-0.9415181471088653	-1.9538467714408305	-0.9659385054614118	-0.8878582774086249	0.5035336342493413
"Volvo"	"S40"	16.957		0	23.4	1.9	160	100.5	67.6	176.6	2.998	15.8	25	2.8306807279249906		-0.5926187754015971	-0.2780693475579604	-1.1112756729702171	-0.45764675677114375	-0.914396335274415	-1.028427514534303	-0.7998649704286342	-0.6027356404802905	-0.5534893662508358	0.27003715826500485
"Volvo"	"V40"	3.545		0	24.4	1.9	160	100.5	67.6	176.6	3.042	15.8	25	1.2655381599840907		-0.5926187754015971	-0.20839096369415294	-1.1112756729702171	-0.45764675677114375	-0.914396335274415	-1.028427514534303	-0.7998649704286342	-0.5329499371651412	-0.5534893662508358	0.27003715826500485
"Volvo"	"S70"	15.245		0	27.5	2.4	168	104.9	69.3	185.9	3.208	17.9	25	2.724251580440218		-0.5926187754015971	0.007612026283650309	-0.6326478292834308	-0.3165540807705537	-0.33857831276766587	-0.5359410991235068	-0.1074758898213155	-0.26966751102162045	-0.01335497130363888	0.27003715826500485
"Volvo"	"V70"	17.531		0	28.8	2.4	168	104.9	69.3	186.2	3.259	17.9	25	2.863970742371737		-0.5926187754015971	0.09819392530660008	-0.6326478292834308	-0.3165540807705537	-0.33857831276766587	-0.5359410991235068	-0.08514075818882266	-0.1887795367245153	-0.01335497130363888	0.27003715826500485
"Volvo"	"C70"	3.493		0	45.5	2.3	236	104.9	71.5	185.7	3.601	18.5	23	1.250760965824695		-0.5926187754015971	1.2618229358321849	-0.7283733980207882	0.8827336652344616	-0.33857831276766587	0.10139426199634681	-0.12236597757631286	0.35364570267960466	0.1409691415384179	-0.196955793703668
"Volvo"	"S80"	18.969		0	36	2.9	201	109.9	72.1	189.8	3.6	21.1	24	2.942806067744586		-0.5926187754015971	0.5998782891260138	-0.1540199855966444	0.2654532077318802	0.31576034917182094	0.2752129968472141	0.18288082140110853	0.35205966396789684	0.8097069638539961	0.036540682280668424
